tmdb_id,imdb_id,title_year,title,year,runtime_min,avg_rating,bechdel_rating,cluster
14177,tt0388500,Beauty Shop (2005),Beauty Shop,2005,105,5.7,Pass,122
53296,tt0471957,Beauty and the Bastard (2005),Beauty and the Bastard,2005,102,6.5,Unknown,101
648,tt0038348,Beauty and the Beast (1946),Beauty and the Beast,1946,93,7.9,Pass,3
10020,tt0101414,Beauty and the Beast (1991),Beauty and the Beast,1991,84,8.0,Pass,130
321612,tt2771200,Beauty and the Beast (2017),Beauty and the Beast,2017,129,7.1,Pass,82
3179,tt0115641,Beavis and Butt-Head Do America (1996),Beavis and Butt-Head Do America,1996,81,6.8,Fail,75
828947,tt14145426,Beavis and Butt-Head Do the Universe (2022),Beavis and Butt-Head Do the Universe,2022,87,7.0,Unknown,115
36616,tt0103783,Bebe's Kids (1992),Bebe's Kids,1992,72,5.9,Unknown,145
1257,tt0490084,Because I Said So (2007),Because I Said So,2007,102,5.6,Pass,15
17880,tt0317132,Because of Winn-Dixie (2005),Because of Winn-Dixie,2005,106,6.4,Unknown,145
15421,tt0057877,Becket (1964),Becket,1964,148,7.7,Unknown,57
597433,tt10230994,Beckett (2021),Beckett,2021,110,5.7,Unknown,102
601844,tt10314450,Becky (2020),Becky,2020,93,6.1,Unknown,109
2977,tt0416508,Becoming Jane (2007),Becoming Jane,2007,120,7.0,Pass,77
438137,tt6438096,Becoming Warren Buffett (2017),Becoming Warren Buffett,2017,90,7.4,Unknown,71
258,tt0065651,Bed & Board (1970),Bed & Board,1970,97,7.4,Unknown,119
20927,tt0115644,Bed of Roses (1996),Bed of Roses,1996,87,6.1,Unknown,89
18209,tt0061391,Bedazzled (1967),Bedazzled,1967,103,6.7,Pass,26
1636,tt0230030,Bedazzled (2000),Bedazzled,2000,93,6.1,Unknown,34
59421,tt1646959,Bedevilled (2010),Bedevilled,2010,115,7.2,Pass,58
12335,tt0066817,Bedknobs and Broomsticks (1971),Bedknobs and Broomsticks,1971,117,7.1,Pass,82
24111,tt0038343,Bedlam (1946),Bedlam,1946,79,6.8,Unknown,9
40694,tt0126810,Bedrooms and Hallways (1998),Bedrooms and Hallways,1998,92,6.6,Unknown,44
10202,tt0960731,Bedtime Stories (2008),Bedtime Stories,2008,99,6.0,Pass,6
5559,tt0389790,Bee Movie (2007),Bee Movie,2007,91,6.1,Fail,43
24618,tt0387059,Bee Season (2005),Bee Season,2005,104,5.4,Unknown,76
97537,tt0187712,Beefcake (1998),Beefcake,1998,91,6.7,Unknown,44
9988,tt0486551,Beerfest (2006),Beerfest,2006,110,6.2,Pass,75
11806,tt0103786,Beethoven (1992),Beethoven,1992,87,5.8,Unknown,6
10438,tt0106375,Beethoven's 2nd (1993),Beethoven's 2nd,1993,89,5.0,Unknown,6
4011,tt0094721,Beetlejuice (1988),Beetlejuice,1988,92,7.4,Pass,146
253254,tt3060492,Before I Disappear (2014),Before I Disappear,2014,93,7.2,Unknown,1
397837,tt1691916,Before I Fall (2017),Before I Fall,2017,98,6.4,Pass,0
204922,tt1726592,Before I Go to Sleep (2014),Before I Go to Sleep,2014,92,6.3,Pass,67
301804,tt3174376,Before I Wake (2016),Before I Wake,2016,97,6.2,Unknown,18
132344,tt2209418,Before Midnight (2013),Before Midnight,2013,109,7.9,Pass,119
5001,tt0247196,Before Night Falls (2000),Before Night Falls,2000,133,7.1,Unknown,10
76,tt0112471,Before Sunrise (1995),Before Sunrise,1995,101,8.1,Fail,119
80,tt0381681,Before Sunset (2004),Before Sunset,2004,80,8.1,Fail,5
283350,tt0443465,Before We Go (2014),Before We Go,2014,95,6.8,Pass,89
43566,tt0115645,Before and After (1996),Before and After,1996,108,6.1,Unknown,122
7972,tt0292963,Before the Devil Knows You're Dead (2007),Before the Devil Knows You're Dead,2007,117,7.3,Fail,111
9393,tt0384369,Before the Fall (2004),Before the Fall,2004,110,7.4,Fail,48
410718,tt5929776,Before the Flood (2016),Before the Flood,2016,96,8.2,Unknown,30
19155,tt0110882,Before the Rain (1994),Before the Rain,1994,113,7.8,Unknown,19
198277,tt1980929,Begin Again (2013),Begin Again,2013,104,7.4,Pass,41
55347,tt1532503,Beginners (2010),Beginners,2010,105,7.2,Fail,10
1483,tt0101420,Begotten (1989),Begotten,1989,72,5.5,Unknown,28
8007,tt0159273,Behind Enemy Lines (2001),Behind Enemy Lines,2001,106,6.4,Fail,50
119675,tt1291580,Behind the Candelabra (2013),Behind the Candelabra,2013,118,7.0,Fail,44
520777,tt8132700,Behind the Curve (2018),Behind the Curve,2018,96,6.5,Unknown,116
10961,tt0437857,Behind the Mask: The Rise of Leslie Vernon (2006),Behind the Mask: The Rise of Leslie Vernon,2006,92,6.7,Fail,98
36093,tt0291003,Behind the Sun (2001),Behind the Sun,2001,105,7.6,Unknown,96
12659,tt0276501,Beijing Bicycle (2001),Beijing Bicycle,2001,113,7.2,Unknown,8
377154,tt4331970,Being 17 (2016),Being 17,2016,114,7.2,Pass,44
358895,tt4630444,Being Charlie (2015),Being Charlie,2015,97,6.2,Unknown,76
75301,tt1787660,Being Elmo: A Puppeteer's Journey (2011),Being Elmo: A Puppeteer's Journey,2011,80,7.6,Unknown,65
78571,tt0455323,Being Flynn (2012),Being Flynn,2012,102,6.4,Fail,100
46924,tt0106379,Being Human (1994),Being Human,1994,122,5.3,Unknown,76
492,tt0120601,Being John Malkovich (1999),Being John Malkovich,1999,113,7.7,Pass,45
18701,tt0340012,Being Julia (2004),Being Julia,2004,104,7.0,Pass,57
10322,tt0078841,Being There (1979),Being There,1979,130,7.9,Fail,114
517088,tt4995540,Being the Ricardos (2021),Being the Ricardos,2021,131,6.5,Unknown,129
399248,tt4669264,Beirut (2018),Beirut,2018,109,6.5,Unknown,100
86467,tt1440732,Bel Ami (2012),Bel Ami,2012,102,5.4,Unknown,144
777270,tt12789558,Belfast (2021),Belfast,2021,98,7.2,Unknown,129
274253,tt0090710,Belizaire the Cajun (1986),Belizaire the Cajun,1986,103,6.5,Unknown,83
2006,tt0051406,Bell Book and Candle (1958),Bell Book and Candle,1958,106,6.8,Unknown,41
12586,tt0482463,Bella (2006),Bella,2006,91,7.0,Unknown,122
64847,tt0071203,Belladonna of Sadness (1973),Belladonna of Sadness,1973,86,7.3,Unknown,138
205601,tt2404181,Belle (2013),Belle,2013,100,7.3,Pass,47
776305,tt13651628,Belle (2021),Belle,2021,121,7.0,Unknown,11
2470,tt0103791,Belle Epoque (1992),Belle Epoque,1992,109,7.1,Unknown,134
649,tt0061395,Belle de Jour (1967),Belle de Jour,1967,100,7.6,Pass,124
58699,tt1242599,Bellflower (2011),Bellflower,2011,106,6.3,Unknown,28
43029,tt0053645,Bells Are Ringing (1960),Bells Are Ringing,1960,126,6.9,Unknown,56
12888,tt0158493,Belly (1998),Belly,1998,96,6.2,Unknown,23
39437,tt0120603,Beloved (1998),Beloved,1998,172,6.1,Pass,92
12590,tt0276816,Below (2002),Below,2002,105,6.1,Fail,4
370663,tt5073620,Below Her Mouth (2016),Below Her Mouth,2016,92,5.5,Pass,144
587996,tt9845564,Below Zero (2021),Below Zero,2021,106,6.2,Unknown,109
492452,tt7545524,Ben Is Back (2018),Ben Is Back,2018,103,6.7,Pass,83
6936,tt0953318,Ben X (2007),Ben X,2007,93,7.3,Unknown,116
665,tt0052618,Ben-Hur (1959),Ben-Hur,1959,212,8.1,Pass,131
271969,tt2638144,Ben-Hur (2016),Ben-Hur,2016,123,5.7,Fail,32
31510,tt0016641,Ben-Hur: A Tale of the Christ (1925),Ben-Hur: A Tale of the Christ,1925,143,7.8,Unknown,126
455,tt0286499,Bend It Like Beckham (2002),Bend It Like Beckham,2002,112,6.7,Pass,15
38732,tt0044413,Bend of the River (1952),Bend of the River,1952,91,7.2,Unknown,80
43418,tt1418646,Beneath Hill 60 (2010),Beneath Hill 60,2010,122,7.0,Unknown,137
1685,tt0065462,Beneath the Planet of the Apes (1970),Beneath the Planet of the Apes,1970,95,6.0,Unknown,113
454527,tt6823148,Benedetta (2021),Benedetta,2021,131,6.7,Unknown,35
23069,tt0071206,Benji (1974),Benji,1974,86,6.1,Unknown,145
21299,tt0092638,Benji the Hunted (1987),Benji the Hunted,1987,88,6.3,Unknown,145
4104,tt0106387,Benny & Joon (1993),Benny & Joon,1993,98,7.1,Fail,41
1987,tt0103793,Benny's Video (1992),Benny's Video,1992,110,7.1,Unknown,35
19601,tt0118698,Bent (1997),Bent,1997,105,7.1,Unknown,48
5471,tt0402057,Beowulf & Grendel (2005),Beowulf & Grendel,2005,104,5.8,Unknown,136
5470,tt0120604,Beowulf (1999),Beowulf,1999,95,4.1,Unknown,73
2310,tt0442933,Beowulf (2007),Beowulf,2007,115,6.3,Pass,70
116811,tt1833844,Berberian Sound Studio (2012),Berberian Sound Studio,2012,92,6.2,Fail,28
55890,tt1100051,Bereavement (2010),Bereavement,2010,103,5.1,Unknown,12
37447,tt0099121,Berkeley in the Sixties (1990),Berkeley in the Sixties,1990,117,7.4,Unknown,30
4326,tt0322545,Berlin Blues (2003),Berlin Blues,2003,105,7.1,Unknown,86
363126,tt3335606,Berlin Syndrome (2017),Berlin Syndrome,2017,116,6.3,Fail,4
222,tt0017668,Berlin: Symphony of Metropolis (1927),Berlin: Symphony of Metropolis,1927,65,7.6,Unknown,100
19963,tt0115658,Bernie (1996),Bernie,1996,87,7.1,Unknown,13
92591,tt1704573,Bernie (2011),Bernie,2011,104,6.8,Fail,133
113082,tt2210479,Berserk: The Golden Age Arc I - The Egg of the King (2012),Berserk: The Golden Age Arc I - The Egg of the King,2012,76,7.5,Unknown,93
118412,tt2358911,Berserk: The Golden Age Arc II - The Battle for Doldrey (2012),Berserk: The Golden Age Arc II - The Battle for Doldrey,2012,95,7.7,Unknown,49
144288,tt2358913,Berserk: The Golden Age Arc III - The Advent (2013),Berserk: The Golden Age Arc III - The Advent,2013,110,7.9,Unknown,93
44297,tt0149723,Besieged (1998),Besieged,1998,93,6.8,Unknown,63
11221,tt0086955,Best Defense (1984),Best Defense,1984,94,3.9,Fail,95
45840,tt0083641,Best Friends (1982),Best Friends,1982,116,5.5,Unknown,122
18621,tt0133412,Best Laid Plans (1999),Best Laid Plans,1999,92,6.1,Unknown,2
19952,tt0118702,Best Men (1997),Best Men,1997,90,5.5,Unknown,122
4639,tt0092641,Best Seller (1987),Best Seller,1987,95,6.4,Unknown,29
40819,tt1144539,Best Worst Movie (2009),Best Worst Movie,2009,93,7.2,Unknown,76
13785,tt0218839,Best in Show (2000),Best in Show,2000,90,7.5,Pass,133
319067,tt3518012,Best of Enemies: Buckley vs. Vidal (2015),Best of Enemies: Buckley vs. Vidal,2015,87,7.6,Unknown,125
17882,tt0096913,Best of the Best (1989),Best of the Best,1989,97,6.4,Unknown,27
36555,tt0112483,Best of the Best 3: No Turning Back (1995),Best of the Best 3: No Turning Back,1995,90,4.9,Unknown,110
32049,tt0106393,Best of the Best II (1993),Best of the Best II,1993,101,5.6,Unknown,27
31618,tt0094731,Betrayed (1988),Betrayed,1988,127,6.4,Unknown,79
18913,tt0099128,Betsy's Wedding (1990),Betsy's Wedding,1990,94,5.7,Unknown,104
575813,tt9586294,Better Days (2019),Better Days,2019,135,7.6,Unknown,96
157099,tt1609479,Better Living Through Chemistry (2014),Better Living Through Chemistry,2014,91,6.2,Fail,40
47295,tt0207998,Better Living Through Circuitry (1999),Better Living Through Circuitry,1999,85,7.0,Unknown,101
14290,tt0280477,Better Luck Tomorrow (2002),Better Luck Tomorrow,2002,101,7.0,Unknown,68
13667,tt0088794,Better Off Dead (1985),Better Off Dead,1985,97,7.1,Pass,38
18212,tt0168987,Better Than Chocolate (1999),Better Than Chocolate,1999,101,6.1,Pass,44
27444,tt0236019,Better Than Sex (2000),Better Than Sex,2000,95,6.3,Unknown,144
406994,tt4443658,Better Watch Out (2016),Better Watch Out,2016,89,6.5,Pass,4
385805,tt3762912,Betting on Zero (2016),Betting on Zero,2016,99,7.1,Unknown,30
11986,tt0090563,Betty Blue (1986),Betty Blue,1986,119,7.3,Unknown,134
584962,tt9398640,Between Two Ferns: The Movie (2019),Between Two Ferns: The Movie,2019,82,6.1,Unknown,109
14405,tt1014775,Beverly Hills Chihuahua (2008),Beverly Hills Chihuahua,2008,91,4.0,Unknown,145
90,tt0086960,Beverly Hills Cop (1984),Beverly Hills Cop,1984,105,7.4,Fail,29
96,tt0092644,Beverly Hills Cop II (1987),Beverly Hills Cop II,1987,103,6.6,Fail,105
306,tt0109254,Beverly Hills Cop III (1994),Beverly Hills Cop III,1994,104,5.5,Fail,107
9622,tt0118708,Beverly Hills Ninja (1997),Beverly Hills Ninja,1997,88,5.6,Unknown,95
97610,tt1931388,Beware of Mr. Baker (2012),Beware of Mr. Baker,2012,100,7.6,Unknown,88
35343,tt0083276,Beware of the Jonsson Gang! (1981),Beware of the Jonsson Gang!,1981,89,6.3,Unknown,42
376424,tt5329376,Beware the Slenderman (2016),Beware the Slenderman,2016,114,6.2,Unknown,76
9722,tt0374536,Bewitched (2005),Bewitched,2005,102,4.9,Pass,15
56428,tt0106402,Beyond Bedlam (1994),Beyond Bedlam,1994,89,3.3,Unknown,140
9839,tt0294357,Beyond Borders (2003),Beyond Borders,2003,127,6.4,Unknown,40
121828,tt1724962,Beyond Outrage (2012),Beyond Outrage,2012,110,6.7,Unknown,23
1873,tt0112495,Beyond Rangoon (1995),Beyond Rangoon,1995,100,6.5,Unknown,83
11429,tt0222812,Beyond Re-Animator (2003),Beyond Re-Animator,2003,96,5.7,Unknown,140
312,tt0116692,Beyond Silence (1996),Beyond Silence,1996,109,7.4,Pass,96
271404,tt1724970,Beyond Skyline (2017),Beyond Skyline,2017,106,5.3,Unknown,42
25137,tt1183251,Beyond a Reasonable Doubt (2009),Beyond a Reasonable Doubt,2009,106,5.8,Unknown,79
50037,tt1534085,Beyond the Black Rainbow (2010),Beyond the Black Rainbow,2010,110,5.9,Fail,124
33517,tt0114086,Beyond the Clouds (1995),Beyond the Clouds,1995,110,6.4,Unknown,134
397981,tt4687358,Beyond the Gates (2016),Beyond the Gates,2016,84,5.1,Unknown,140
805627,tt14500584,Beyond the Infinite Two Minutes (2020),Beyond the Infinite Two Minutes,2020,70,7.2,Unknown,108
241771,tt3125324,Beyond the Lights (2014),Beyond the Lights,2014,116,6.8,Pass,89
14271,tt0218043,Beyond the Mat (1999),Beyond the Mat,1999,102,7.6,Unknown,35
31638,tt0078856,Beyond the Poseidon Adventure (1979),Beyond the Poseidon Adventure,1979,114,4.7,Unknown,107
284289,tt2911668,Beyond the Reach (2014),Beyond the Reach,2014,91,5.6,Unknown,115
6478,tt0363473,Beyond the Sea (2004),Beyond the Sea,2004,118,6.7,Unknown,101
5722,tt0065466,Beyond the Valley of the Dolls (1970),Beyond the Valley of the Dolls,1970,109,6.1,Pass,144
206324,tt2356180,Bhaag Milkha Bhaag (2013),Bhaag Milkha Bhaag,2013,186,8.2,Unknown,71
14587,tt0106408,Bhaji on the Beach (1993),Bhaji on the Beach,1993,101,6.4,Pass,100
19025,tt0995031,Bhool Bhulaiyaa (2007),Bhool Bhulaiyaa,2007,159,7.5,Fail,40
2277,tt0182789,Bicentennial Man (1999),Bicentennial Man,1999,132,6.9,Pass,113
5156,tt0040522,Bicycle Thieves (1948),Bicycle Thieves,1948,89,8.2,Fail,3
2280,tt0094737,Big (1988),Big,1988,104,7.3,Fail,104
166822,tt1830713,Big Ass Spider! (2013),Big Ass Spider!,2013,80,5.3,Unknown,73
45186,tt0071216,Big Bad Mama (1974),Big Bad Mama,1974,84,5.7,Unknown,144
171540,tt2309224,Big Bad Wolves (2013),Big Bad Wolves,2013,110,6.8,Unknown,148
665828,tt11541872,Big Bug (2022),Big Bug,2022,111,5.5,Unknown,102
36929,tt0115676,Big Bully (1996),Big Bully,1996,90,4.8,Unknown,74
12710,tt0094739,Big Business (1988),Big Business,1988,97,6.4,Pass,74
9032,tt0142342,Big Daddy (1999),Big Daddy,1999,93,6.5,Unknown,34
24382,tt0052216,Big Deal on Madonna Street (1958),Big Deal on Madonna Street,1958,106,7.9,Unknown,52
21056,tt0212815,Big Eden (2000),Big Eden,2000,118,7.3,Unknown,44
87093,tt1126590,Big Eyes (2014),Big Eyes,2014,106,6.9,Pass,129
29150,tt1228953,Big Fan (2009),Big Fan,2009,88,6.6,Unknown,1
11870,tt0265298,Big Fat Liar (2002),Big Fat Liar,2002,88,5.5,Pass,6
271706,tt1920885,Big Fish & Begonia (2016),Big Fish & Begonia,2016,100,7.0,Pass,138
587,tt0319061,Big Fish (2003),Big Fish,2003,125,7.9,Fail,5
230179,tt2088003,Big Game (2014),Big Game,2014,110,5.4,Fail,110
177572,tt2245084,Big Hero 6 (2014),Big Hero 6,2014,102,7.8,Pass,149
21717,tt0066831,Big Jake (1971),Big Jake,1971,110,7.1,Unknown,80
11693,tt0997147,Big Man Japan (2007),Big Man Japan,2007,113,6.2,Unknown,13
78698,tt1430615,Big Miracle (2012),Big Miracle,2012,107,6.5,Pass,39
9600,tt0208003,Big Momma's House (2000),Big Momma's House,2000,99,5.3,Unknown,34
11565,tt0421729,Big Momma's House 2 (2006),Big Momma's House 2,2006,99,4.8,Unknown,107
38322,tt1464174,"Big Mommas: Like Father, Like Son (2011)","Big Mommas: Like Father, Like Son",2011,107,4.5,Unknown,74
18203,tt0115678,Big Night (1996),Big Night,1996,109,7.3,Pass,10
9843,tt0488085,Big Nothing (2006),Big Nothing,2006,86,6.7,Unknown,112
57240,tt0092655,Big Shots (1987),Big Shots,1987,94,5.8,Unknown,6
13161,tt0490086,Big Stan (2007),Big Stan,2007,105,6.2,Unknown,34
539617,tt3824648,Big Time Adolescence (2019),Big Time Adolescence,2019,91,6.9,Unknown,81
30502,tt0094744,Big Top Pee-wee (1988),Big Top Pee-wee,1988,86,5.2,Unknown,13
78041,tt0090727,Big Trouble (1986),Big Trouble,1986,93,5.2,Unknown,74
2185,tt0246464,Big Trouble (2002),Big Trouble,2002,85,6.4,Unknown,128
6978,tt0090728,Big Trouble in Little China (1986),Big Trouble in Little China,1986,99,7.2,Pass,64
18387,tt0077235,Big Wednesday (1978),Big Wednesday,1978,120,7.1,Unknown,8
13636,tt1151309,Bigger Stronger Faster* (2008),Bigger Stronger Faster*,2008,105,7.5,Unknown,125
26036,tt0049010,Bigger Than Life (1956),Bigger Than Life,1956,95,7.4,Fail,54
30586,tt0303356,Biggie & Tupac (2002),Biggie & Tupac,2002,108,6.7,Unknown,100
22976,tt0090729,Biggles: Adventures in Time (1986),Biggles: Adventures in Time,1986,108,5.7,Unknown,113
12253,tt0326769,Biker Boyz (2003),Biker Boyz,2003,110,4.7,Unknown,110
39113,tt0057887,Bikini Beach (1964),Bikini Beach,1964,99,5.5,Fail,0
501979,tt1086064,Bill & Ted Face the Music (2020),Bill & Ted Face the Music,2020,91,5.9,Pass,109
1649,tt0101452,Bill & Ted's Bogus Journey (1991),Bill & Ted's Bogus Journey,1991,93,6.3,Fail,107
1648,tt0096928,Bill & Ted's Excellent Adventure (1989),Bill & Ted's Excellent Adventure,1989,90,6.9,Fail,38
20120,tt0083652,Bill Cosby: Himself (1983),Bill Cosby: Himself,1983,105,8.1,Unknown,104
55244,tt1621444,Bill Cunningham: New York (2010),Bill Cunningham: New York,2010,84,7.9,Pass,99
4889,tt0061405,Billion Dollar Brain (1967),Billion Dollar Brain,1967,111,5.9,Unknown,60
385360,tt5179598,Billionaire Boys Club (2018),Billionaire Boys Club,2018,108,5.6,Unknown,40
12647,tt0101453,Billy Bathgate (1991),Billy Bathgate,1991,106,5.9,Unknown,23
71,tt0249462,Billy Elliot (2000),Billy Elliot,2000,110,7.7,Pass,120
21142,tt0066832,Billy Jack (1971),Billy Jack,1971,114,6.2,Unknown,109
78140,tt0075754,Billy Jack Goes to Washington (1977),Billy Jack Goes to Washington,1977,155,4.5,Unknown,42
26535,tt0056868,Billy Liar (1963),Billy Liar,1963,98,7.2,Unknown,94
293767,tt2513074,Billy Lynn's Long Halftime Walk (2016),Billy Lynn's Long Halftime Walk,2016,113,6.2,Unknown,31
11017,tt0112508,Billy Madison (1995),Billy Madison,1995,89,6.4,Fail,75
70934,tt0112509,Billy's Holiday (1995),Billy's Holiday,1995,92,5.2,Unknown,101
17539,tt0137386,Billy's Hollywood Screen Kiss (1998),Billy's Hollywood Screen Kiss,1998,92,6.6,Unknown,44
19382,tt0094746,Biloxi Blues (1988),Biloxi Blues,1988,106,6.7,Unknown,137
16790,tt0101455,Bingo (1991),Bingo,1991,89,5.1,Unknown,145
9536,tt0115683,Bio-Dome (1996),Bio-Dome,1996,88,4.4,Unknown,95
24679,tt0094747,Bird (1988),Bird,1988,161,7.1,Unknown,88
405774,tt2737304,Bird Box (2018),Bird Box,2018,124,6.6,Pass,102
1727,tt0099141,Bird on a Wire (1990),Bird on a Wire,1990,110,6.0,Unknown,110
361705,tt5004766,Birdboy: The Forgotten Children (2015),Birdboy: The Forgotten Children,2015,76,7.2,Unknown,10
40016,tt1316037,Birdemic: Shock and Terror (2010),Birdemic: Shock and Terror,2010,105,1.7,Pass,123
898,tt0055798,Birdman of Alcatraz (1962),Birdman of Alcatraz,1962,147,7.8,Unknown,62
194662,tt2562232,Birdman or (The Unexpected Virtue of Ignorance) (2014),Birdman or (The Unexpected Virtue of Ignorance),2014,119,7.7,Pass,45
14422,tt1029134,Birds of America (2008),Birds of America,2008,85,6.0,Pass,1
438146,tt6386748,Birds of Passage (2018),Birds of Passage,2018,125,7.5,Unknown,35
495764,tt7713068,Birds of Prey and the Fantabulous Emancipation of One Harley Quinn (2020),Birds of Prey and the Fantabulous Emancipation of One Harley Quinn,2020,109,6.1,Pass,42
11296,tt0086969,Birdy (1984),Birdy,1984,120,7.2,Unknown,78
10740,tt0337876,Birth (2004),Birth,2004,100,6.3,Unknown,28
2084,tt0188453,Birthday Girl (2001),Birthday Girl,2001,93,6.0,Unknown,2
26715,tt1212974,Bitch Slap (2009),Bitch Slap,2009,109,4.5,Pass,123
32617,tt0072705,Bite the Bullet (1975),Bite the Bullet,1975,132,6.6,Unknown,80
321109,tt4393514,Bitter Lake (2015),Bitter Lake,2015,136,8.1,Unknown,125
10497,tt0104779,Bitter Moon (1992),Bitter Moon,1992,139,7.2,Pass,144
43777,tt0115600,Bitter Sugar (1996),Bitter Sugar,1996,75,7.1,Unknown,100
26244,tt0168515,Bittersweet Motel (2000),Bittersweet Motel,2000,82,7.7,Unknown,65
45958,tt1164999,Biutiful (2010),Biutiful,2010,148,7.4,Fail,10
487558,tt7349662,BlacKkKlansman (2018),BlacKkKlansman,2018,135,7.5,Pass,62
38809,tt0165643,Black & White (1999),Black & White,1999,98,5.0,Pass,76
438145,tt3208026,Black '47 (2018),Black '47,2018,100,6.8,Fail,116
436270,tt6443346,Black Adam (2022),Black Adam,2022,125,6.1,Unknown,21
20298,tt0038360,Black Angel (1946),Black Angel,1946,81,6.9,Unknown,59
624788,tt9601220,Black Bear (2020),Black Bear,2020,104,6.5,Unknown,35
28356,tt0066834,Black Beauty (1971),Black Beauty,1971,106,5.4,Unknown,92
14522,tt0109279,Black Beauty (1994),Black Beauty,1994,88,6.6,Pass,82
9075,tt0389557,Black Book (2006),Black Book,2006,145,7.7,Pass,36
716258,tt12298506,Black Box (2020),Black Box,2020,100,6.2,Unknown,109
76812,tt2090465,Black Butterfly (2017),Black Butterfly,2017,93,6.1,Unknown,79
40149,tt0122136,Black Cat (1968),Black Cat,1968,99,7.7,Unknown,118
1075,tt0118843,"Black Cat, White Cat (1998)","Black Cat, White Cat",1998,127,8.0,Pass,99
16938,tt0071222,Black Christmas (1974),Black Christmas,1974,98,7.1,Pass,22
9656,tt0454082,Black Christmas (2006),Black Christmas,2006,90,4.7,Pass,12
551808,tt10481868,Black Christmas (2019),Black Christmas,2019,92,3.5,Unknown,109
255756,tt3469910,"Black Coal, Thin Ice (2014)","Black Coal, Thin Ice",2014,110,6.7,Unknown,59
760868,tt6708668,Black Crab (2022),Black Crab,2022,114,5.7,Unknown,76
41215,tt1181791,Black Death (2010),Black Death,2010,102,6.4,Unknown,18
18316,tt0120610,Black Dog (1998),Black Dog,1998,89,5.5,Unknown,110
24804,tt1190536,Black Dynamite (2009),Black Dynamite,2009,84,7.4,Fail,75
95597,tt0060758,Black Girl (1966),Black Girl,1966,65,7.4,Pass,61
67612,tt0058006,"Black God, White Devil (1964)","Black God, White Devil",1964,120,7.1,Unknown,106
855,tt0265086,Black Hawk Down (2001),Black Hawk Down,2001,144,7.7,Fail,69
25004,tt0890883,Black Ice (2007),Black Ice,2007,110,6.7,Unknown,51
11469,tt0265087,Black Knight (2001),Black Knight,2001,95,5.0,Unknown,95
31162,tt1569364,Black Lightning (2009),Black Lightning,2009,102,5.6,Unknown,21
56133,tt0057889,Black Like Me (1964),Black Like Me,1964,105,6.6,Unknown,92
9460,tt0115693,Black Mask (1996),Black Mask,1996,99,6.0,Unknown,27
261023,tt1355683,Black Mass (2015),Black Mass,2015,123,6.8,Fail,111
569547,tt9495224,Black Mirror: Bandersnatch (2018),Black Mirror: Bandersnatch,2018,90,7.1,Unknown,109
27361,tt0072709,Black Moon (1975),Black Moon,1975,100,6.1,Unknown,132
36349,tt0090735,Black Moon Rising (1986),Black Moon Rising,1986,100,5.5,Unknown,110
267852,tt3139756,Black Mountain Side (2014),Black Mountain Side,2014,99,5.1,Unknown,4
16391,tt0039192,Black Narcissus (1947),Black Narcissus,1947,101,7.7,Pass,106
40423,tt0053146,Black Orpheus (1959),Black Orpheus,1959,100,7.4,Unknown,119
284054,tt1825683,Black Panther (2018),Black Panther,2018,134,7.3,Pass,103
505642,tt9114286,Black Panther: Wakanda Forever (2022),Black Panther: Wakanda Forever,2022,161,6.6,Unknown,21
4105,tt0096933,Black Rain (1989),Black Rain,1989,125,6.6,Unknown,29
41784,tt0101465,Black Robe (1991),Black Robe,1991,101,7.1,Fail,25
28043,tt0057603,Black Sabbath (1963),Black Sabbath,1963,97,7.0,Unknown,118
246080,tt2261331,Black Sea (2014),Black Sea,2014,114,6.4,Fail,79
13997,tt0115697,Black Sheep (1996),Black Sheep,1996,87,6.2,Unknown,34
3603,tt0779982,Black Sheep (2006),Black Sheep,2006,87,5.8,Fail,98
7874,tt0462200,Black Snake Moan (2006),Black Snake Moan,2006,116,6.9,Unknown,35
27632,tt0054067,Black Sunday (1960),Black Sunday,1960,87,7.1,Pass,118
50374,tt0075765,Black Sunday (1977),Black Sunday,1977,143,6.8,Unknown,16
44214,tt0947798,Black Swan (2010),Black Swan,2010,108,8.0,Pass,45
79515,tt0221023,Black Tar Heroin: The Dark End of the Street (2000),Black Tar Heroin: The Dark End of the Street,2000,75,7.9,Unknown,14
14138,tt0816436,Black Water (2007),Black Water,2007,90,5.8,Pass,140
19345,tt0090738,Black Widow (1987),Black Widow,1987,102,6.4,Pass,59
497698,tt3480822,Black Widow (2021),Black Widow,2021,134,6.6,Pass,21
578189,tt7390646,Black and Blue (2019),Black and Blue,2019,108,6.4,Unknown,40
253331,tt2883434,Black or White (2014),Black or White,2014,121,6.7,Unknown,39
1016084,tt21867434,BlackBerry (2023),BlackBerry,2023,120,7.3,Unknown,83
15443,tt0337879,Blackball (2003),Blackball,2003,96,5.6,Unknown,40
16249,tt0062737,Blackbeard's Ghost (1968),Blackbeard's Ghost,1968,106,6.8,Unknown,82
26516,tt0047885,Blackboard Jungle (1955),Blackboard Jungle,1955,101,7.4,Unknown,68
28988,tt0246266,Blackboards (2000),Blackboards,2000,88,6.8,Unknown,63
158999,tt2545118,Blackfish (2013),Blackfish,2013,83,8.1,Pass,71
201088,tt2717822,Blackhat (2015),Blackhat,2015,133,5.5,Fail,79
823625,tt14060094,Blacklight (2022),Blacklight,2022,104,4.9,Unknown,42
